symbol;name;issue_date;EPS;QuoteLast;Price200DayAverage;Price52WeekPercChange;PriceToBook;MarketCap;PE;DividendRecentQuarter;DividendNextQuarter;DPSRecentYear;IAD;DividendPerShare;DividendYield;Dividend;BookValuePerShareYear;CashPerShareYear;CurrentRatioYear;LTDebtToAssetsYear;LTDebtToAssetsQuarter;TotalDebtToAssetsYear;TotalDebtToAssetsQuarter;LTDebtToEquityYear;LTDebtToEquityQuarter;TotalDebtToEquityYear;TotalDebtToEquityQuarter;AINTCOV;ReturnOnInvestmentTTM;ReturnOnInvestment5Years;ReturnOnInvestmentYear;ReturnOnAssetsTTM;ReturnOnAssets5Years;ReturnOnAssetsYear;ReturnOnEquityTTM;ReturnOnEquity5Years;ReturnOnEquityYear;Beta;Float;InstitutionalPercentHeld;GrossMargin;EBITDMargin;OperatingMargin;NetProfitMarginPercent;NetIncomeGrowthRate5Years;RevenueGrowthRate5Years;RevenueGrowthRate10Years;EPSGrowthRate5Years;EPSGrowthRate10Years;Volume;AverageVolume;LGD
QUS;BetaShares FTSE RAFI US 1000 ETF;31/05/2015;0;29.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2763;0.940637
EQX;Equatorial Resources Ltd;28/02/2011;0.01;0.49;0.37;81.48;1.41;60980000;0;0;0;0;0;0;0;0;0.35;0.33;223.75;0;0;0;0;0;0;0;0;0;1.89;19.14;1.89;1.86;18.32;1.86;1.89;19.14;1.89;0.74;74.36;0;0;81.98;81.98;70.74;0;4.66;11.82;0;0;64934;55139;0.976974
IZMN;INTERCEPT DEF;31/10/2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94998
EGO;"Empire Oil &amp; Gas NL";30/06/2013;0.03;0.29;0.34;3.23;0.51;29700000;0;0;0;0;0;0;0;0;0.59;0.03;0.36;0;0;0;0;0;0;0;0;0;5.08;0.89;5.08;3.98;0.68;3.98;5.34;0.96;5.34;0.48;66.48;0;33.7;50.11;23.38;16.54;0;140.71;24.77;0;0;56645;42669;0.959137
NUF;Nufarm Limited;30/04/2010;0.06;8.91;8.28;28.43;1.82;2380000000;155.17;0.07;0.07;0.11;0.11;0.11;1.24;40.38;5.81;1.2;1.68;15.66;15.66;26.2;26.2;35.07;35.07;58.67;58.67;2.14;1.14;2.34;1.14;0.78;1.64;0.78;1.2;2.96;1.2;0.79;169.09;0;29.61;14.79;7.28;0.98;0;6.02;5.23;0;20.17;731523;438331;0.986376
NMIN;NORTHMIN DEF;31/03/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.959323
OXXCA;OCTANEX CTG;31/01/2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.932295
CJO;Cerro Resources Pty Ltd;30/04/2015;0.02;0;0.11;31.31;1.88;0;0;0;0;0;0;0;0;0;0.07;0.01;4.3;0;0;0;0;0;0;0;0;6.75;41.16;13.91;7.9;40.36;11.84;7.74;41.16;12.83;7.9;1.64;473.37;0;0;0;0;0;0;0;0;0;0;0;830;0.941939
CIA;Champion Iron Ltd;31/05/2016;0.05;1.31;0.31;583.87;2.5;505570000;0;0;0;0;0;0;0;0;0.42;0.02;4.68;0;0;0;0;0;0;0;0;0.9;18.15;0;8.8;17.21;0;8.69;16.09;0;8.85;2.43;220.14;0;0;0;0;0;0;0;0;0;0;1060000;30178;0.932956
JMS;Jupiter Mines Limited;31/01/2012;0;0;0.08;29.57;0.67;0;0;0;0;0;0;0;0;0;0.12;0.02;82.12;0;0;0;0;0;0;0;0;0.02;47.71;0;47.71;47.66;0;47.66;47.71;0;47.71;1.65;0;0;0;21.96;7664.21;8830.38;0;0;0;0;0;0;83069;0.969344
ALD;Allied Gold Mining Ltd;31/08/2013;0.05;0;1.31;17.3;0.96;0;0;0;0;0;0;0;0;0;1.49;0.06;1.32;1.51;8.16;8.01;12.65;1.85;10.66;9.83;16.51;0.34;3.07;0;1.39;2.65;0;1.21;3.41;0;1.46;0;198.6;0;3.13;19.2;7.76;7.76;0;0;0;0;0;0;282;0.960312
GRR;Grange Resources Limited;30/09/2011;0.14;0.19;0.12;115.91;0.9;225680000;0;0;0;0;0;0;2.63;11.58;0.21;0.12;6.12;2.17;1.36;3.63;2.66;3.01;1.82;5.04;3.55;0;39.57;2.54;62.79;36.2;2.34;57.31;45.74;2.91;71.17;1.06;1079.19;0;25.99;29.93;31.66;75.47;0;0;0;0;0;3680000;959535;0.978536
OTH;Onthehouse Holdings Ltd;31/05/2011;0.04;0;0.79;57.94;1.36;0;0;0;0;0;0;0;0;0;0.62;0.02;1.09;0.12;0.12;0.45;0.45;0.13;0.13;0.49;0.49;22.69;5.57;3.71;5.57;5.1;3.38;5.1;5.61;3.88;5.61;1.74;32.19;0;95.55;34.52;13.13;13.85;0;70.54;0;0;0;0;147359;0.979198
IB8;iBosses Corporation Ltd;31/12/2012;0.01;0.42;0.44;100;20.38;7490000;58.74;0;0;0;0;0;0;0;0.02;0.01;2.3;0;0;0;0;0;0;0;0;0;18.28;0;2.32;14.28;0;1.38;19.76;0;3.01;0;4.39;0;0;28.65;5.83;20.69;0;0;0;0;0;0;472;0.970397
TAM;Tanami Gold NL;28/02/2015;0.01;0.07;0.07;27.27;3.8;79910000;5.7;0;0;0;0;0;0;0;0.02;0.01;4.15;0;0;0;0;0;0;0;0;0;51.38;45.13;51.38;38.85;32.99;38.85;87.42;70.09;87.42;0.72;567.48;0;7464.1;11474.36;30425.64;32228.21;66.84;76.78;42.86;32.81;0;1490000;705572;0.943364
BMB;Balamara Resources Ltd;30/04/2019;0.03;0;0.04;77.27;4.32;0;0;0;0;0;0;0;0;0;0.01;0;0.99;0;0;0;0;0;0;0;0;687.63;99.27;128.36;336.55;91.14;111.98;237.95;98.12;127.34;333.32;0.94;301.97;0;0;21046.92;21046.92;21091.51;0;3.17;0;0;0;0;681424;0.907267
IVA;Chinova Resources Pty Ltd;31/01/2018;0.17;0;0;0;0.71;0;0;0;0;0;0;0;0;0;0.3;0.06;3.24;0;0;0;0;0;0;0;0;48.32;60.53;56.82;41.51;51.02;49.96;37.04;74.47;80.96;47.84;0;98.43;0;108.6;24.24;69.46;69.42;0;381.82;0;0;0;0;752587;0.916464
PME;Pro Medicus Limited;30/04/2014;0.06;5.3;5.08;66.25;19.58;544100000;85.21;0.02;0.02;0.03;0.03;0.03;0.57;2.53;0.27;0.17;3.27;0;0;0;0;0;0;0;0;107.71;22.28;7.23;22.28;18.33;5.85;18.33;25.82;8.3;25.82;0.61;34.35;0;97.76;48.64;34.44;23.09;0;19.79;8.8;0;0.34;93435;33081;0.953006
QUR;Quantum Resources Limited;30/09/2012;0.02;0.01;0.02;69.77;0;4820000;0;0;0;0;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;84.67;0;184.96;0;2251.82;107.51;2251.82;0;209.53;0;0.51;278.09;0;0;5100000;5100000;5160000;0;66.86;62.73;0;0;19231;372667;0.971421
MPO;Molopo Energy Ltd;31/08/2016;0;0.14;0.13;7.69;0.59;33620000;35.53;0;0;0;0;0;0;0;0.24;0.27;217.45;0;0;0;0;0;0;0;0;0;1.44;0;0.81;1.43;0;0.8;1.65;0;0.93;0.04;184.32;0;0;0;0;0;0;0;0;0;0;217137;33878;0.935269
PEG;Pixie Group Ltd;31/01/2010;0.01;0.05;0.05;23.33;33.7;8780000;0;0;0;0;0;0;0;0;0;0;1.3;0;0;8.73;36.83;0;0;29.32;0;3.31;345.83;46.13;265.37;142.31;22.43;122.84;756.67;73.67;448.65;0;37.56;0;32.82;106.25;113.22;113.65;0;23.68;14.9;0;0;0;5858;0.989881
CSL;CSL Limited;31/10/2017;3.55;112.3;106.75;4.61;15.17;51170000000;31.62;0.87;0.89;1.67;1.7;1.65;1.51;763.96;7.42;1.61;2.78;40.74;40.74;41.56;41.56;120.01;120.01;122.44;122.44;20.27;21.32;23.51;21.32;17.79;19.85;17.79;46.76;39.41;46.76;0.79;452.77;0;50.49;27.27;25.39;20.27;5.82;7.54;10.94;9.19;33.12;2640000;913578;0.926354
